location_name,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted
Alabama,1.4130151464772205,1.4130151464772205,1.4130151464772205,69.2827467097991,69.2827467097991,69.2827467097991,1.41,1.41,1.41,69,69,69,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,1.8080724804958717,1.8080724804958717,1.8080724804958717,88.6531386528015,88.6531386528015,88.6531386528015,1.81,1.81,1.81,89,89,89,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.0368112062219517,2.0368112062219517,2.0368112062219517,99.8686215417938,99.8686215417938,99.8686215417938,2.04,2.04,2.04,100,100,100,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.1782779968530663,2.1782779968530663,2.1782779968530663,106.805,106.805,106.805,2.18,2.18,2.18,107,107,107,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.250272017066458,2.250272017066458,2.250272017066458,110.335,110.335,110.335,2.25,2.25,2.25,110,110,110,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.3209403683524075,2.3209403683524075,2.3209403683524075,113.8,113.8,113.8,2.32,2.32,2.32,114,114,114,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.3908948979081965,2.3908948979081965,2.3908948979081965,117.23,117.23,117.23,2.39,2.39,2.39,117,117,117,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.4604415293324644,2.4604415293324644,2.4604415293324644,120.64,120.64,120.64,2.46,2.46,2.46,121,121,121,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.5299881607567327,2.5299881607567327,2.5299881607567327,124.05,124.05,124.05,2.53,2.53,2.53,124,124,124,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.599738741246761,2.599738741246761,2.599738741246761,127.47,127.47,127.47,2.6,2.6,2.6,127,127,127,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.680196647689206,2.680196647689206,2.680196647689206,131.415,131.415,131.415,2.68,2.68,2.68,131,131,131,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.8178427344126318,2.8178427344126318,2.8178427344126318,138.16404227731,138.16404227731,138.16404227731,2.82,2.82,2.82,138,138,138,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,2.938018776077774,2.938018776077774,2.938018776077774,144.056495925829,144.056495925829,144.056495925829,2.94,2.94,2.94,144,144,144,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,3.0716984521026434,3.0716984521026434,3.0716984521026434,150.611057748729,150.611057748729,150.611057748729,3.07,3.07,3.07,151,151,151,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,3.229604519026449,3.229604519026449,3.229604519026449,158.353484336227,158.353484336227,158.353484336227,3.23,3.23,3.23,158,158,158,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,3.4322736716346416,3.4322736716346416,3.4322736716346416,168.290727826539,168.290727826539,168.290727826539,3.43,3.43,3.43,168,168,168,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,3.679320550919515,3.679320550919515,3.679320550919515,180.403893354603,180.403893354603,180.403893354603,3.68,3.68,3.68,180,180,180,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,4.087290317755377,4.087290317755377,4.087290317755377,200.407405766634,200.407405766634,200.407405766634,4.09,4.09,4.09,200,200,200,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,4.441061787131283,4.441061787131283,4.441061787131283,217.753475387353,217.753475387353,217.753475387353,4.44,4.44,4.44,218,218,218,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,4.777631250061194,4.777631250061194,4.777631250061194,234.256098808313,234.256098808313,234.256098808313,4.78,4.78,4.78,234,234,234,wk inc covid hosp,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024"
Alabama,0.6240313779931596,0.6240313779931596,0.6240313779931596,30.5974129210539,30.5974129210539,30.5974129210539,0.62,0.62,0.62,31,31,31,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,0.8227870446057756,0.8227870446057756,0.8227870446057756,40.3427709530537,40.3427709530537,40.3427709530537,0.82,0.82,0.82,40,40,40,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,0.997172391139129,0.997172391139129,0.997172391139129,48.8932071064751,48.8932071064751,48.8932071064751,1,1,1,49,49,49,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,1.2784693189739995,1.2784693189739995,1.2784693189739995,62.6857158775353,62.6857158775353,62.6857158775353,1.28,1.28,1.28,63,63,63,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,1.8945065647040178,1.8945065647040178,1.8945065647040178,92.8911617045827,92.8911617045827,92.8911617045827,1.89,1.89,1.89,93,93,93,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.0357731474203584,2.0357731474203584,2.0357731474203584,99.8177235983429,99.8177235983429,99.8177235983429,2.04,2.04,2.04,100,100,100,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.104509159950114,2.104509159950114,2.104509159950114,103.1879774543,103.1879774543,103.1879774543,2.1,2.1,2.1,103,103,103,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.287084823436195,2.287084823436195,2.287084823436195,112.14,112.14,112.14,2.29,2.29,2.29,112,112,112,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.381513240883222,2.381513240883222,2.381513240883222,116.77,116.77,116.77,2.38,2.38,2.38,117,117,117,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.4755085939232355,2.4755085939232355,2.4755085939232355,121.378766050955,121.378766050955,121.378766050955,2.48,2.48,2.48,121,121,121,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.60640856459536,2.60640856459536,2.60640856459536,127.797033777955,127.797033777955,127.797033777955,2.61,2.61,2.61,128,128,128,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.745059899117492,2.745059899117492,2.745059899117492,134.595365214544,134.595365214544,134.595365214544,2.75,2.75,2.75,135,135,135,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,2.898112681683599,2.898112681683599,2.898112681683599,142.099826291408,142.099826291408,142.099826291408,2.9,2.9,2.9,142,142,142,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,3.0598815512551534,3.0598815512551534,3.0598815512551534,150.03165323891,150.03165323891,150.03165323891,3.06,3.06,3.06,150,150,150,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,3.2139451809954545,3.2139451809954545,3.2139451809954545,157.585678022792,157.585678022792,157.585678022792,3.21,3.21,3.21,158,158,158,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,3.3165809044092565,3.3165809044092565,3.3165809044092565,162.618097417859,162.618097417859,162.618097417859,3.32,3.32,3.32,163,163,163,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,3.6124601941179257,3.6124601941179257,3.6124601941179257,177.125606368961,177.125606368961,177.125606368961,3.61,3.61,3.61,177,177,177,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,3.821400203304465,3.821400203304465,3.821400203304465,187.370321558394,187.370321558394,187.370321558394,3.82,3.82,3.82,187,187,187,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,4.057453329130576,4.057453329130576,4.057453329130576,198.944443015931,198.944443015931,198.944443015931,4.06,4.06,4.06,199,199,199,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,4.530778226077703,4.530778226077703,4.530778226077703,222.152438364308,222.152438364308,222.152438364308,4.53,4.53,4.53,222,222,222,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,5.137754494768339,5.137754494768339,5.137754494768339,251.913607724307,251.913607724307,251.913607724307,5.14,5.14,5.14,252,252,252,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,5.630001743382903,5.630001743382903,5.630001743382903,276.049400981289,276.049400981289,276.049400981289,5.63,5.63,5.63,276,276,276,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,5.8978216608878515,5.8978216608878515,5.8978216608878515,289.181107003404,289.181107003404,289.181107003404,5.9,5.9,5.9,289,289,289,wk inc covid hosp,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024"
Alabama,0.48898652888662975,0.48898652888662975,0.48898652888662975,23.9759141363899,23.9759141363899,23.9759141363899,0.49,0.49,0.49,24,24,24,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,0.7718788969479532,0.7718788969479532,0.7718788969479532,37.8466502933175,37.8466502933175,37.8466502933175,0.77,0.77,0.77,38,38,38,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,0.9400185979367512,0.9400185979367512,0.9400185979367512,46.0908508912451,46.0908508912451,46.0908508912451,0.94,0.94,0.94,46,46,46,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,1.1804136622230692,1.1804136622230692,1.1804136622230692,57.8778656240722,57.8778656240722,57.8778656240722,1.18,1.18,1.18,58,58,58,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,1.5632361148798934,1.5632361148798934,1.5632361148798934,76.6483586993737,76.6483586993737,76.6483586993737,1.56,1.56,1.56,77,77,77,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,1.8471712711721322,1.8471712711721322,1.8471712711721322,90.5702246924213,90.5702246924213,90.5702246924213,1.85,1.85,1.85,91,91,91,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,1.9514773492750286,1.9514773492750286,1.9514773492750286,95.6845446680508,95.6845446680508,95.6845446680508,1.95,1.95,1.95,96,96,96,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,2.0616632666888357,2.0616632666888357,2.0616632666888357,101.087164042797,101.087164042797,101.087164042797,2.06,2.06,2.06,101,101,101,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,2.286216797208121,2.286216797208121,2.286216797208121,112.097439068189,112.097439068189,112.097439068189,2.29,2.29,2.29,112,112,112,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,2.6036903475013076,2.6036903475013076,2.6036903475013076,127.663754565132,127.663754565132,127.663754565132,2.6,2.6,2.6,128,128,128,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,2.6842290630011107,2.6842290630011107,2.6842290630011107,131.612716782711,131.612716782711,131.612716782711,2.68,2.68,2.68,132,132,132,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,2.915653108839234,2.915653108839234,2.915653108839234,142.959865884639,142.959865884639,142.959865884639,2.92,2.92,2.92,143,143,143,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,2.998243278105435,2.998243278105435,2.998243278105435,147.009414675574,147.009414675574,147.009414675574,3,3,3,147,147,147,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,3.0834842286224977,3.0834842286224977,3.0834842286224977,151.188936175184,151.188936175184,151.188936175184,3.08,3.08,3.08,151,151,151,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,3.426848296618545,3.426848296618545,3.426848296618545,168.024711652556,168.024711652556,168.024711652556,3.43,3.43,3.43,168,168,168,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,3.8487274626939225,3.8487274626939225,3.8487274626939225,188.710227641689,188.710227641689,188.710227641689,3.85,3.85,3.85,189,189,189,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,4.1255309495982715,4.1255309495982715,4.1255309495982715,202.28241469106,202.28241469106,202.28241469106,4.13,4.13,4.13,202,202,202,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,4.431769189922183,4.431769189922183,4.431769189922183,217.297842154886,217.297842154886,217.297842154886,4.43,4.43,4.43,217,217,217,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,4.8574293013567305,4.8574293013567305,4.8574293013567305,238.168744889728,238.168744889728,238.168744889728,4.86,4.86,4.86,238,238,238,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,5.338079845271063,5.338079845271063,5.338079845271063,261.735930261354,261.735930261354,261.735930261354,5.34,5.34,5.34,262,262,262,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,6.15435695966226,6.15435695966226,6.15435695966226,301.759507292616,301.759507292616,301.759507292616,6.15,6.15,6.15,302,302,302,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,7.027956215807582,7.027956215807582,7.027956215807582,344.593694980045,344.593694980045,344.593694980045,7.03,7.03,7.03,345,345,345,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Alabama,7.521548387861827,7.521548387861827,7.521548387861827,368.795432321383,368.795432321383,368.795432321383,7.52,7.52,7.52,369,369,369,wk inc covid hosp,2024-12-14,2024-11-23,"December 14, 2024","November 23, 2024"
Connecticut,1.1566170002598977,1.1566170002598977,1.1566170002598977,41.2367155500561,41.2367155500561,41.2367155500561,1.16,1.16,1.16,41,41,41,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Connecticut,1.229878075452307,1.229878075452307,1.229878075452307,43.8486831399513,43.8486831399513,43.8486831399513,1.23,1.23,1.23,44,44,44,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Connecticut,1.505388969871048,1.505388969871048,1.505388969871048,53.6714372422464,53.6714372422464,53.6714372422464,1.51,1.51,1.51,54,54,54,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Connecticut,1.788596144526609,1.788596144526609,1.788596144526609,63.7685858233084,63.7685858233084,63.7685858233084,1.79,1.79,1.79,64,64,64,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Connecticut,2.090738296080097,2.090738296080097,2.090738296080097,74.5408206741652,74.5408206741652,74.5408206741652,2.09,2.09,2.09,75,75,75,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
Connecticut,2.270089090024413,2.270089090024413,2.270089090024413,80.9351912150587,80.9351912150587,80.9351912150587,2.27,2.27,2.27,81,81,81,wk inc covid hosp,2024-11-16,2024-11-23,"November 16, 2024","November 23, 2024"
