location_name,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted
Alabama,2.3130737613480217,2.3130737613480217,2.3130737613480217,113.414285705352,113.414285705352,113.414285705352,2.31,2.31,2.31,113,113,113,wk inc covid hosp,2024-12-07,2024-11-30,"December 07, 2024","November 30, 2024"
Alabama,2.456199275803524,2.456199275803524,2.456199275803524,120.431994461307,120.431994461307,120.431994461307,2.46,2.46,2.46,120,120,120,wk inc covid hosp,2024-12-07,2024-11-30,"December 07, 2024","November 30, 2024"
Alabama,2.9311355782007,2.9311355782007,2.9311355782007,143.719,143.719,143.719,2.93,2.93,2.93,144,144,144,wk inc covid hosp,2024-12-07,2024-11-30,"December 07, 2024","November 30, 2024"
Alabama,3.1647898253890077,3.1647898253890077,3.1647898253890077,155.1755,155.1755,155.1755,3.16,3.16,3.16,155,155,155,wk inc covid hosp,2024-12-07,2024-11-30,"December 07, 2024","November 30, 2024"
Alabama,3.338421862524053,3.338421862524053,3.338421862524053,163.689,163.689,163.689,3.34,3.34,3.34,164,164,164,wk inc covid hosp,2024-12-07,2024-11-30,"December 07, 2024","November 30, 2024"
Alabama,3.6439241666551845,3.6439241666551845,3.6439241666551845,178.668343150812,178.668343150812,178.668343150812,3.64,3.64,3.64,179,179,179,wk inc covid hosp,2024-12-07,2024-11-30,"December 07, 2024","November 30, 2024"
Alabama,0.6211952503943253,0.6211952503943253,0.6211952503943253,30.458352338047,30.458352338047,30.458352338047,0.62,0.62,0.62,30,30,30,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,0.7788543699821708,0.7788543699821708,0.7788543699821708,38.1886706408103,38.1886706408103,38.1886706408103,0.78,0.78,0.78,38,38,38,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,0.8958062365698622,0.8958062365698622,0.8958062365698622,43.923037020558,43.923037020558,43.923037020558,0.9,0.9,0.9,44,44,44,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.0474635804041046,1.0474635804041046,1.0474635804041046,51.359077154837,51.359077154837,51.359077154837,1.05,1.05,1.05,51,51,51,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.1532303318289887,1.1532303318289887,1.1532303318289887,56.5450166456892,56.5450166456892,56.5450166456892,1.15,1.15,1.15,57,57,57,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.2216736639782284,1.2216736639782284,1.2216736639782284,59.9009198411309,59.9009198411309,59.9009198411309,1.22,1.22,1.22,60,60,60,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.3018530112025224,1.3018530112025224,1.3018530112025224,63.8322615673304,63.8322615673304,63.8322615673304,1.3,1.3,1.3,64,64,64,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.395786797543095,1.395786797543095,1.395786797543095,68.4380088891134,68.4380088891134,68.4380088891134,1.4,1.4,1.4,68,68,68,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.4973634374065774,1.4973634374065774,1.4973634374065774,73.4184994584037,73.4184994584037,73.4184994584037,1.5,1.5,1.5,73,73,73,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.6490789329050115,1.6490789329050115,1.6490789329050115,80.8573908763586,80.8573908763586,80.8573908763586,1.65,1.65,1.65,81,81,81,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.7217836014521581,1.7217836014521581,1.7217836014521581,84.422235278862,84.422235278862,84.422235278862,1.72,1.72,1.72,84,84,84,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.804301189253685,1.804301189253685,1.804301189253685,88.4682252663083,88.4682252663083,88.4682252663083,1.8,1.8,1.8,88,88,88,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,1.9075310377980539,1.9075310377980539,1.9075310377980539,93.5297757156585,93.5297757156585,93.5297757156585,1.91,1.91,1.91,94,94,94,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,2.052415282192616,2.052415282192616,2.052415282192616,100.633718254176,100.633718254176,100.633718254176,2.05,2.05,2.05,101,101,101,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,2.185686170851212,2.185686170851212,2.185686170851212,107.168236476251,107.168236476251,107.168236476251,2.19,2.19,2.19,107,107,107,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,2.3416300328723474,2.3416300328723474,2.3416300328723474,114.814452527292,114.814452527292,114.814452527292,2.34,2.34,2.34,115,115,115,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,2.581683064768125,2.581683064768125,2.581683064768125,126.584696779251,126.584696779251,126.584696779251,2.58,2.58,2.58,127,127,127,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,2.8807711109436824,2.8807711109436824,2.8807711109436824,141.249536996124,141.249536996124,141.249536996124,2.88,2.88,2.88,141,141,141,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,3.5883422310924433,3.5883422310924433,3.5883422310924433,175.94305802359,175.94305802359,175.94305802359,3.59,3.59,3.59,176,176,176,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,3.81505589159169,3.81505589159169,3.81505589159169,187.05924821814,187.05924821814,187.05924821814,3.82,3.82,3.82,187,187,187,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,4.326259359987437,4.326259359987437,4.326259359987437,212.1245,212.1245,212.1245,4.33,4.33,4.33,212,212,212,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,4.7058085713673865,4.7058085713673865,4.7058085713673865,230.7345,230.7345,230.7345,4.71,4.71,4.71,231,231,231,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,5.013465737066825,5.013465737066825,5.013465737066825,245.8195,245.8195,245.8195,5.01,5.01,5.01,246,246,246,wk inc covid hosp,2024-12-14,2024-11-30,"December 14, 2024","November 30, 2024"
Alabama,0.5352983145989129,0.5352983145989129,0.5352983145989129,26.2466666666667,26.2466666666667,26.2466666666667,0.54,0.54,0.54,26,26,26,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,0.6809550830613244,0.6809550830613244,0.6809550830613244,33.3884874894004,33.3884874894004,33.3884874894004,0.68,0.68,0.68,33,33,33,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,0.8323335094034346,0.8323335094034346,0.8323335094034346,40.8108517830428,40.8108517830428,40.8108517830428,0.83,0.83,0.83,41,41,41,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,0.9533468402717254,0.9533468402717254,0.9533468402717254,46.7443592701772,46.7443592701772,46.7443592701772,0.95,0.95,0.95,47,47,47,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.0805737137068885,1.0805737137068885,1.0805737137068885,52.9825282444191,52.9825282444191,52.9825282444191,1.08,1.08,1.08,53,53,53,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.1852895246961577,1.1852895246961577,1.1852895246961577,58.1169381814733,58.1169381814733,58.1169381814733,1.19,1.19,1.19,58,58,58,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.25486607551971,1.25486607551971,1.25486607551971,61.5284051849711,61.5284051849711,61.5284051849711,1.25,1.25,1.25,62,62,62,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.385659667339819,1.385659667339819,1.385659667339819,67.9414569600559,67.9414569600559,67.9414569600559,1.39,1.39,1.39,68,68,68,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.502531909461862,1.502531909461862,1.502531909461862,73.6719192049476,73.6719192049476,73.6719192049476,1.5,1.5,1.5,74,74,74,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.6300159478215606,1.6300159478215606,1.6300159478215606,79.9226974511946,79.9226974511946,79.9226974511946,1.63,1.63,1.63,80,80,80,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.7531563469943108,1.7531563469943108,1.7531563469943108,85.960499032373,85.960499032373,85.960499032373,1.75,1.75,1.75,86,86,86,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,1.8671021240113765,1.8671021240113765,1.8671021240113765,91.5474712792072,91.5474712792072,91.5474712792072,1.87,1.87,1.87,92,92,92,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,2.018385603286635,2.018385603286635,2.018385603286635,98.9651801425098,98.9651801425098,98.9651801425098,2.02,2.02,2.02,99,99,99,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,2.1766144448604936,2.1766144448604936,2.1766144448604936,106.723432968233,106.723432968233,106.723432968233,2.18,2.18,2.18,107,107,107,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,2.357022847845492,2.357022847845492,2.357022847845492,115.569190722133,115.569190722133,115.569190722133,2.36,2.36,2.36,116,116,116,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,2.8991047751052834,2.8991047751052834,2.8991047751052834,142.148470467246,142.148470467246,142.148470467246,2.9,2.9,2.9,142,142,142,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,3.482980328701568,3.482980328701568,3.482980328701568,170.776969029846,170.776969029846,170.776969029846,3.48,3.48,3.48,171,171,171,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,4.328492519430594,4.328492519430594,4.328492519430594,212.233995938843,212.233995938843,212.233995938843,4.33,4.33,4.33,212,212,212,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,4.8288000554741455,4.8288000554741455,4.8288000554741455,236.765,236.765,236.765,4.83,4.83,4.83,237,237,237,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,5.263548081502125,5.263548081502125,5.263548081502125,258.0815,258.0815,258.0815,5.26,5.26,5.26,258,258,258,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,5.92235455117439,5.92235455117439,5.92235455117439,290.384,290.384,290.384,5.92,5.92,5.92,290,290,290,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,6.586402511836694,6.586402511836694,6.586402511836694,322.9435,322.9435,322.9435,6.59,6.59,6.59,323,323,323,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Alabama,7.143416709745421,7.143416709745421,7.143416709745421,350.254936599731,350.254936599731,350.254936599731,7.14,7.14,7.14,350,350,350,wk inc covid hosp,2024-12-21,2024-11-30,"December 21, 2024","November 30, 2024"
Connecticut,1.2568109008703199,1.2568109008703199,1.2568109008703199,44.8089156633124,44.8089156633124,44.8089156633124,1.26,1.26,1.26,45,45,45,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.3676318344077207,1.3676318344077207,1.3676318344077207,48.76,48.76,48.76,1.37,1.37,1.37,49,49,49,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.4730931899732056,1.4730931899732056,1.4730931899732056,52.52,52.52,52.52,1.47,1.47,1.47,53,53,53,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.60295650812964,1.60295650812964,1.60295650812964,57.15,57.15,57.15,1.6,1.6,1.6,57,57,57,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.696076641235334,1.696076641235334,1.696076641235334,60.47,60.47,60.47,1.7,1.7,1.7,60,60,60,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.7732092816090261,1.7732092816090261,1.7732092816090261,63.22,63.22,63.22,1.77,1.77,1.77,63,63,63,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.84918692863181,1.84918692863181,1.84918692863181,65.9288211722092,65.9288211722092,65.9288211722092,1.85,1.85,1.85,66,66,66,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.905035976065882,1.905035976065882,1.905035976065882,67.92,67.92,67.92,1.91,1.91,1.91,68,68,68,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
Connecticut,1.9656201590503093,1.9656201590503093,1.9656201590503093,70.08,70.08,70.08,1.97,1.97,1.97,70,70,70,wk inc covid hosp,2024-11-23,2024-11-30,"November 23, 2024","November 30, 2024"
